date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:53	1171183/1171183	---M--	200	added ('OK')	image/png	etag:%22b5600d8-11deef-56eb37402e5ea%22	https://wireless-experts.com/images/png/CATS-HDMI-MX8/mx8Group.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/CATS-HDMI-MX8/mx8Group.png	(from https://wireless-experts.com/CATS-HDMI-MX8.html)
17:19:53	120242/120242	---M--	200	added ('OK')	image/png	etag:%22b560016-1d5b2-56eb3740f74c7%22	https://wireless-experts.com/images/png/CATS-VGA-12B/CATS-VGA-12B_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/CATS-VGA-12B/CATS-VGA-12B_thumbnail.png	(from https://wireless-experts.com/VGAoverCATS.html)
17:19:55	283682/283682	---M--	200	added ('OK')	image/png	etag:%22b5600db-45422-56eb3742419f9%22	https://wireless-experts.com/images/png/CATS-VGA-12B/catsVGAfamily.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/CATS-VGA-12B/catsVGAfamily.png	(from https://wireless-experts.com/CATS-VGA-12B.html)
17:19:55	211993/211993	---M--	200	added ('OK')	image/png	etag:%22b5600dc-33c19-56eb37434b018%22	https://wireless-experts.com/images/png/CATS-VGA-12B/features-diagram.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/CATS-VGA-12B/features-diagram.png	(from https://wireless-experts.com/CATS-VGA-12B.html)
17:19:57	100426/100426	---M--	200	added ('OK')	image/png	etag:%22b5600dd-1884a-56eb3743ffea5%22	https://wireless-experts.com/images/png/CATS-VGA-12B/resources-diagram.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/CATS-VGA-12B/resources-diagram.png	(from https://wireless-experts.com/CATS-VGA-12B.html)
17:19:57	54412/54412	---M--	200	added ('OK')	image/png	etag:%22b560019-d48c-56eb37516d706%22	https://wireless-experts.com/images/png/Domecam/Domecam_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/Domecam/Domecam_thumbnail.png	(from https://wireless-experts.com/SecurityCameras&Devices.html)
17:19:58	84541/84541	---M--	200	added ('OK')	image/png	etag:%22b56001b-14a3d-56eb37627ca81%22	https://wireless-experts.com/images/png/hazcam/hazcam_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hazcam/hazcam_thumbnail.png	(from https://wireless-experts.com/SecurityCameras&Devices.html)
17:19:58	8309/8309	---M--	200	added ('OK')	image/png	etag:%22b56001c-2075-56eb376e08f9c%22	https://wireless-experts.com/images/png/IWC/IWC_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/IWC/IWC_thumbnail.png	(from https://wireless-experts.com/SecurityCameras&Devices.html)
17:20:00	133246/133246	---M--	200	added ('OK')	image/png	etag:%22b5600f3-2087e-56eb3750f0ed2%22	https://wireless-experts.com/images/png/Domecam/Domecam.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/Domecam/Domecam.png	(from https://wireless-experts.com/Domecam.html)
17:20:01	98709/98709	---M--	200	added ('OK')	image/png	etag:%22b5600fd-18195-56eb3761daca4%22	https://wireless-experts.com/images/png/hazcam/hazcam.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hazcam/hazcam.png	(from https://wireless-experts.com/hazcam.html)
17:20:02	14372/14372	---M--	200	added ('OK')	image/png	etag:%22b56010a-3824-56eb376da3e69%22	https://wireless-experts.com/images/png/IWC/IWC.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/IWC/IWC.png	(from https://wireless-experts.com/IWC.html)
17:20:03	339195/339195	---M--	200	added ('OK')	application/pdf	etag:%22b4e1169-52cfb-56eb356f7aa57%22	https://wireless-experts.com/images/pdf/hazcammanual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/hazcammanual.pdf	(from https://wireless-experts.com/hazcam.html)
17:20:03	78180/78180	---M--	200	added ('OK')	image/png	etag:%22b560022-13164-56eb37af66fa2%22	https://wireless-experts.com/images/png/PDS42/PDS42_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDS42/PDS42_thumbnail.png	(from https://wireless-experts.com/Monitors.html)
17:20:05	115989/115989	---M--	200	added ('OK')	image/png	etag:%22b560026-1c515-56eb37d7697b9%22	https://wireless-experts.com/images/png/PIM-20B/PIM-20B_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PIM-20B/PIM-20B_thumbnail.png	(from https://wireless-experts.com/Monitors.html)
17:20:06	76604/76604	---M--	200	added ('OK')	image/png	etag:%22b560005-12b3c-56eb37d806775%22	https://wireless-experts.com/images/png/PIM-21B/PIM-21B_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PIM-21B/PIM-21B_thumbnail.png	(from https://wireless-experts.com/Monitors.html)
17:20:09	112992/112992	---M--	200	added ('OK')	image/png	etag:%22b56014a-1b960-56eb37ad83d1c%22	https://wireless-experts.com/images/png/PDS42/features.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDS42/features.png	(from https://wireless-experts.com/PDS42.html)
17:20:09	328392/328392	---M--	200	added ('OK')	image/png	etag:%22b56014b-502c8-56eb37aed289e%22	https://wireless-experts.com/images/png/PDS42/PDS42.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDS42/PDS42.png	(from https://wireless-experts.com/PDS42.html)
17:20:10	111318/111318	---M--	200	added ('OK')	image/png	etag:%22b56014c-1b2d6-56eb37b025a6f%22	https://wireless-experts.com/images/png/PDS42/resources.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDS42/resources.png	(from https://wireless-experts.com/PDS42.html)
17:20:14	576907/576907	---M--	200	added ('OK')	image/png	etag:%22b560195-8cd8b-56eb36c1d75f5%22	https://wireless-experts.com/images/png/PIM-20Bfront_1.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PIM-20Bfront_1.png	(from https://wireless-experts.com/PIM-20B.html)
17:20:14	74230/74230	---M--	200	added ('OK')	image/png	etag:%22b560003-121f6-56eb37aca7d8e%22	https://wireless-experts.com/images/png/PDP-1/PDP-1_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDP-1/PDP-1_thumbnail.png	(from https://wireless-experts.com/Players.html)
17:20:15	480297/480297	---M--	200	added ('OK')	image/png	etag:%22b560194-75429-56eb37d6b703b%22	https://wireless-experts.com/images/png/PIM-20B/PIM-20Bback_1.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PIM-20B/PIM-20Bback_1.png	(from https://wireless-experts.com/PIM-20B.html)
17:20:17	32073/32073	---M--	200	added ('OK')	image/png	etag:%22b560025-7d49-56eb37d428398%22	https://wireless-experts.com/images/png/PHN/PHN-1_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHN/PHN-1_thumbnail.png	(from https://wireless-experts.com/Players.html)
17:20:17	116902/116902	---M--	200	added ('OK')	image/png	etag:%22b560023-1c8a6-56eb37d02e26a%22	https://wireless-experts.com/images/png/PHD-1/PHD-1_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHD-1/PHD-1_thumbnail.png	(from https://wireless-experts.com/Players.html)
17:20:23	114222/114222	---M--	200	added ('OK')	image/png	etag:%22b560147-1be2e-56eb36af679cf%22	https://wireless-experts.com/images/png/PDP-1.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PDP-1.png	(from https://wireless-experts.com/PDP-1.html)
17:20:25	90060/90060	---M--	200	added ('OK')	image/png	etag:%22b560187-15fcc-56eb37ce74bdd%22	https://wireless-experts.com/images/png/PHD-1/features.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHD-1/features.png	(from https://wireless-experts.com/PHD-1.html)
17:20:27	429353/429353	---M--	200	added ('OK')	image/png	etag:%22b560188-68d29-56eb37cf51ef3%22	https://wireless-experts.com/images/png/PHD-1/front-and-back.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHD-1/front-and-back.png	(from https://wireless-experts.com/PHD-1.html)
17:20:27	73130/73130	---M--	200	added ('OK')	image/png	etag:%22b560189-11daa-56eb37d0b3356%22	https://wireless-experts.com/images/png/PHD-1/resources.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHD-1/resources.png	(from https://wireless-experts.com/PHD-1.html)
17:20:27	64583/64583	---M--	200	added ('OK')	image/png	etag:%22b560192-fc47-56eb37d4c6ead%22	https://wireless-experts.com/images/png/PHN/PHN.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHN/PHN.png	(from https://wireless-experts.com/PHNODE.html)
17:20:31	138344/138344	---M--	200	added ('OK')	image/png	etag:%22b5600ff-21c68-56eb376323a66%22	https://wireless-experts.com/images/png/HC-24/HC-24.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/HC-24/HC-24.png	(from https://wireless-experts.com/HC-24.html)
17:20:31	76287/76287	---M--	200	added ('OK')	image/png	etag:%22b560021-129ff-56eb37a97b577%22	https://wireless-experts.com/images/png/PAT-15/PAT-15_thumbnail.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PAT-15/PAT-15_thumbnail.png	(from https://wireless-experts.com/Miscellaneous.html)
17:20:35	254649/254649	---M--	200	added ('OK')	image/png	etag:%22b560143-3e2b9-56eb37a6ae0d3%22	https://wireless-experts.com/images/png/PAT-15/description.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PAT-15/description.png	(from https://wireless-experts.com/PAT-15.html)
17:20:35	217200/217200	---M--	200	added ('OK')	image/png	etag:%22b560144-35070-56eb37a7ae66a%22	https://wireless-experts.com/images/png/PAT-15/features.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PAT-15/features.png	(from https://wireless-experts.com/PAT-15.html)
17:20:36	41958/41958	---M--	200	added ('OK')	image/png	etag:%22b560172-a3e6-56eb37bb6d5e5%22	https://wireless-experts.com/images/png/PHA-MB-KIT/description.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-MB-KIT/description.png	(from https://wireless-experts.com/PHA-MB-KIT.html)
17:20:37	29713/29713	---M--	200	added ('OK')	image/png	etag:%22b560174-7411-56eb37bd2e1a2%22	https://wireless-experts.com/images/png/PHA-MB-KIT/horizontal.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-MB-KIT/horizontal.png	(from https://wireless-experts.com/PHA-MB-KIT.html)
17:20:37	63422/63422	---M--	200	added ('OK')	image/png	etag:%22b560175-f7be-56eb37be281a9%22	https://wireless-experts.com/images/png/PHA-MB-KIT/vertical.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-MB-KIT/vertical.png	(from https://wireless-experts.com/PHA-MB-KIT.html)
17:20:41	51232/51232	---M--	200	added ('OK')	image/png	etag:%22b560180-c820-56eb37c8931d8%22	https://wireless-experts.com/images/png/PHA-TBAR-KIT/description.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-TBAR-KIT/description.png	(from https://wireless-experts.com/PHA-TBAR-KIT.html)
17:20:43	8884/8884	---M--	200	added ('OK')	image/png	etag:%22b56017f-22b4-56eb37c817175%22	https://wireless-experts.com/images/png/PHA-TBAR-KIT/ad.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-TBAR-KIT/ad.png	(from https://wireless-experts.com/PHA-TBAR-KIT.html)
17:20:43	362700/362700	---M--	200	added ('OK')	image/png	etag:%22b560171-588cc-56eb37bb0712a%22	https://wireless-experts.com/images/png/PHA-MB-KIT/ad.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-MB-KIT/ad.png	(from https://wireless-experts.com/PHA-MB-KIT.html)
17:20:45	40738/40738	---M--	200	added ('OK')	image/png	etag:%22b560181-9f22-56eb37c8fc573%22	https://wireless-experts.com/images/png/PHA-TBAR-KIT/examples.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-TBAR-KIT/examples.png	(from https://wireless-experts.com/PHA-TBAR-KIT.html)
17:20:47	149316/149316	---M--	200	added ('OK')	image/png	etag:%22b560179-24744-56eb37c0e7b8e%22	https://wireless-experts.com/images/png/PHA-RIMTKT/i-beam-bracket-assembly.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-RIMTKT/i-beam-bracket-assembly.png	(from https://wireless-experts.com/PHA-RIMTKT.html)
17:20:49	352581/352581	---M--	200	added ('OK')	image/png	etag:%22b56017b-56145-56eb37c437a0f%22	https://wireless-experts.com/images/png/PHA-RIMTKT/i-beam-mount3.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-RIMTKT/i-beam-mount3.png	(from https://wireless-experts.com/PHA-RIMTKT.html)
17:20:51	149335/149335	---M--	200	added ('OK')	image/png	etag:%22b56017d-24757-56eb37c786508%22	https://wireless-experts.com/images/png/PHA-RIMTKT/resources.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-RIMTKT/resources.png	(from https://wireless-experts.com/PHA-RIMTKT.html)
17:20:51	521448/521448	---M--	200	added ('OK')	image/png	etag:%22b56017c-7f4e8-56eb37c6225ae%22	https://wireless-experts.com/images/png/PHA-RIMTKT/i-beam-mount8-1.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-RIMTKT/i-beam-mount8-1.png	(from https://wireless-experts.com/PHA-RIMTKT.html)
17:20:55	251494/251494	---M--	200	added ('OK')	image/png	etag:%22b560183-3d666-56eb37caf0582%22	https://wireless-experts.com/images/png/PHA-UTM-KIT42/description.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-UTM-KIT42/description.png	(from https://wireless-experts.com/PHA-UTM-KIT39.html)
17:20:55	377289/377289	---M--	200	added ('OK')	image/png	etag:%22b560184-5c1c9-56eb37cc62f3d%22	https://wireless-experts.com/images/png/PHA-UTM-KIT42/features.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-UTM-KIT42/features.png	(from https://wireless-experts.com/PHA-UTM-KIT39.html)
17:20:57	113155/113155	---M--	200	added ('OK')	image/png	etag:%22b560185-1ba03-56eb37cd17dcb%22	https://wireless-experts.com/images/png/PHA-UTM-KIT42/resources.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA-UTM-KIT42/resources.png	(from https://wireless-experts.com/PHA-UTM-KIT39.html)
17:20:57	2535/2535	---M--	200	added ('OK')	image/jpeg	etag:%22b56185f-9e7-56eb371113b15%22	https://wireless-experts.com/images/products-jpg/pmodSens.jpg	/Users/macadmin/websites/test2/wireless-experts.com/images/products-jpg/pmodSens.jpg	(from https://wireless-experts.com/pmod.html)
17:20:59	139943/139943	---M--	200	added ('OK')	application/pdf	etag:%22b4e11c9-222a7-56eb3639eee4b%22	https://wireless-experts.com/images/pdf/pmod-ad.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/pmod-ad.pdf	(from https://wireless-experts.com/pmod.html)
17:21:00	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4910-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	/Users/macadmin/websites/test2/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://wireless-experts.com/TrueMusic-pr.html)
17:21:01	301995/301995	---M--	200	added ('OK')	application/pdf	etag:%22b4e11e6-49bab-56eb36700cfe8%22	https://wireless-experts.com/images/pdf/truemusic-press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/truemusic-press.pdf	(from https://wireless-experts.com/TrueMusic-pr.html)
17:21:03	55843/55843	---M--	200	added ('OK')	image/png	etag:%22b560054-da23-56eb36ec9a39c%22	https://wireless-experts.com/images/png/truemusic-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/truemusic-pr.png	(from https://wireless-experts.com/TrueMusic-pr.html)
17:21:03	65589/65589	---M--	200	added ('OK')	application/pdf	etag:%22b4e114c-10035-56eb35313270e%22	https://wireless-experts.com/images/pdf/catshdmiMX4-press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catshdmiMX4-press.pdf	(from https://wireless-experts.com/CATS-HDMI-MX4-pr.html)
17:21:05	73855/73855	---M--	200	added ('OK')	application/pdf	etag:%22b4e1156-1207f-56eb3553b95f0%22	https://wireless-experts.com/images/pdf/catsVGApress.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catsVGApress.pdf	(from https://wireless-experts.com/CATS-VGA-pr.html)
17:21:05	134621/134621	---M--	200	added ('OK')	application/pdf	etag:%22b4e1a30-20ddd-56eb3662b37d6%22	https://wireless-experts.com/images/pdf/SAA-PressRelease.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/SAA-PressRelease.pdf	(from https://wireless-experts.com/SAA-pr.html)
17:21:05	67536/67536	---M--	200	added ('OK')	application/pdf	etag:%22b4e1a2f-107d0-56eb3575f22d0%22	https://wireless-experts.com/images/pdf/LCD-pr.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/LCD-pr.pdf	(from https://wireless-experts.com/LCD-pr.html)
17:21:09	242271/242271	---M--	200	added ('OK')	application/pdf	etag:%22b4e1172-3b25f-56eb357eec882%22	https://wireless-experts.com/images/pdf/mba-press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/mba-press.pdf	(from https://wireless-experts.com/MBA-pr.html)
17:21:11	211822/211822	---M--	200	added ('OK')	image/png	etag:%22b560053-33b6e-56eb369e19299%22	https://wireless-experts.com/images/png/MBA-136-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/MBA-136-pr.png	(from https://wireless-experts.com/MBA-pr.html)
17:21:11	97750/97750	---M--	200	added ('OK')	application/pdf	etag:%22b4e11e4-17dd6-56eb366d55ebc%22	https://wireless-experts.com/images/pdf/siwaPress.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/siwaPress.pdf	(from https://wireless-experts.com/SIWA-pr.html)
17:21:13	59818/59818	---M--	200	added ('OK')	application/pdf	etag:%22b4e117c-e9aa-56eb358cea19b%22	https://wireless-experts.com/images/pdf/musePress.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/musePress.pdf	(from https://wireless-experts.com/muse-pr.html)
17:21:15	49363/49363	---M--	200	added ('OK')	application/pdf	etag:%22b4e1179-c0d3-56eb3588a7c2b%22	https://wireless-experts.com/images/pdf/mca1248press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/mca1248press.pdf	(from https://wireless-experts.com/mca1248-pr.html)
17:21:17	323641/323641	---M--	200	added ('OK')	image/png	etag:%22b560058-4f039-56eb3782291c5%22	https://wireless-experts.com/images/png/Muse/muse-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/Muse/muse-pr.png	(from https://wireless-experts.com/muse-pr.html)
17:21:17	160464/160464	---M--	200	added ('OK')	image/png	etag:%22b56011e-272d0-56eb377f480b8%22	https://wireless-experts.com/images/png/MCA-1248/front-and-back.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/MCA-1248/front-and-back.png	(from https://wireless-experts.com/mca1248-pr.html)
17:21:19	155118/155118	---M--	200	added ('OK')	application/pdf	etag:%22b4e1159-25dee-56eb3559ac54d%22	https://wireless-experts.com/images/pdf/control9-press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/control9-press.pdf	(from https://wireless-experts.com/control9-pr.html)
17:21:19	68089/68089	---M--	200	added ('OK')	image/png	etag:%22b560052-109f9-56eb36872e2d9%22	https://wireless-experts.com/images/png/control9-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/control9-pr.png	(from https://wireless-experts.com/control9-pr.html)
17:21:21	60574/60574	---M--	200	added ('OK')	image/png	etag:%22b560051-ec9e-56eb3835332d3%22	https://wireless-experts.com/images/png/PHA/PHA-pr/PHA-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA/PHA-pr/PHA-pr.png	(from https://wireless-experts.com/PHA-pr.html)
17:21:21	198710/198710	---M--	200	added ('OK')	application/pdf	etag:%22b4e119a-30836-56eb35c528e25%22	https://wireless-experts.com/images/pdf/PHA%20press%20releasemodified.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHA%20press%20releasemodified.pdf	(from https://wireless-experts.com/PHA-pr.html)
17:21:25	515568/515568	---M--	200	added ('OK')	application/pdf	etag:%22b4e1168-7ddf0-56eb356eb0bd9%22	https://wireless-experts.com/images/pdf/hazcam-pr.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/hazcam-pr.pdf	(from https://wireless-experts.com/hazcam-pr.html)
17:21:25	504405/504405	---M--	200	added ('OK')	image/png	etag:%22b560055-7b255-56eb375d345a3%22	https://wireless-experts.com/images/png/hazcam/hazcam-pr.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hazcam/hazcam-pr.png	(from https://wireless-experts.com/hazcam-pr.html)
17:21:25	690200/690200	---M--	200	added ('OK')	image/png	etag:%22b560056-a8818-56eb375f2dba1%22	https://wireless-experts.com/images/png/hazcam/hazcam-pr_ad.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hazcam/hazcam-pr_ad.png	(from https://wireless-experts.com/hazcam-pr.html)
17:21:29	84766/84766	---M--	200	added ('OK')	application/pdf	etag:%22b4e116e-14b1e-56eb35756f50c%22	https://wireless-experts.com/images/pdf/iwc-pr.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/iwc-pr.pdf	(from https://wireless-experts.com/iwc-pr.html)
17:21:29	518474/518474	---M--	200	added ('OK')	image/png	etag:%22b560057-7e94a-56eb37611d177%22	https://wireless-experts.com/images/png/hazcam/hazcam-pr_ad2.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hazcam/hazcam-pr_ad2.png	(from https://wireless-experts.com/hazcam-pr.html)
17:21:31	137610/137610	---M--	200	added ('OK')	application/pdf	etag:%22b4e1152-2198a-56eb354d4b9b8%22	https://wireless-experts.com/images/pdf/catssd-press.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catssd-press.pdf	(from https://wireless-experts.com/CATS-SD-pr.html)
17:21:32	63994/63994	---M--	200	added ('OK')	application/pdf	etag:%22b4e11de-f9fa-56eb3666f41ed%22	https://wireless-experts.com/images/pdf/SAApress.PDF	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/SAApress.pdf	(from https://wireless-experts.com/SAA-pr2.html)
17:21:33	119317/119317	---M--	200	added ('OK')	image/png	etag:%22b560049-1d215-568e5d18b01de%22	https://wireless-experts.com/images/png/PHA/PHA-48/pha-48.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA/PHA-48/pha-48.png	(from https://wireless-experts.com/pha-48.html)
17:21:35	119317/119317	---M--	200	added ('OK')	image/png	etag:%22b56004c-1d215-56eb38300099c%22	https://wireless-experts.com/images/png/PHA/PHA-48/PHA-48_vertical.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA/PHA-48/PHA-48_vertical.png	(from https://wireless-experts.com/pha-48.html)
17:21:35	112220/112220	---M--	200	added ('OK')	image/png	etag:%22b56004a-1b65c-56eb382ec4ecb%22	https://wireless-experts.com/images/png/PHA/PHA-48/PHA-48_horizontal.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA/PHA-48/PHA-48_horizontal.png	(from https://wireless-experts.com/pha-48.html)
17:21:35	50516/50516	---M--	200	added ('OK')	image/png	etag:%22b560048-c554-56eb382d26207%22	https://wireless-experts.com/images/png/PHA/PHA-48/options.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHA/PHA-48/options.png	(from https://wireless-experts.com/pha-48.html)
17:21:41	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:36%20GMT	https://wireless-experts.com/SpryAssets/SpryTabbedPanels.js	/Users/macadmin/websites/test2/wireless-experts.com/SpryAssets/SpryTabbedPanels.js	(from https://wireless-experts.com/index.html)
17:21:41	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:36%20GMT	https://wireless-experts.com/MyMenu3/MyMenu3.js	/Users/macadmin/websites/test2/wireless-experts.com/MyMenu3/MyMenu3.js	(from https://wireless-experts.com/index.html)
17:21:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:37%20GMT	https://wireless-experts.com/js/bootstrap-3.3.7.js	/Users/macadmin/websites/test2/wireless-experts.com/js/bootstrap-3.3.7.js	(from https://wireless-experts.com/index.html)
17:21:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:42%20GMT	https://wireless-experts.com/images/png/PTS-4077F_carousel.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PTS-4077F_carousel.png	(from https://wireless-experts.com/index.html)
17:21:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:42%20GMT	https://wireless-experts.com/images/png/PIM21B_carousel.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PIM21B_carousel.png	(from https://wireless-experts.com/index.html)
17:21:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:43%20GMT	https://wireless-experts.com/images/png/PHLCD_carousel.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/PHLCD_carousel.png	(from https://wireless-experts.com/index.html)
17:21:43	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:43%20GMT	https://wireless-experts.com/images/jpg/govtSystemsPicture.jpg	/Users/macadmin/websites/test2/wireless-experts.com/images/jpg/govtSystemsPicture.jpg	(from https://wireless-experts.com/index.html)
17:21:44	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b4c156c-4e9f-56eb34aedb420%22	https://wireless-experts.com/fonts/glyphicons-halflings-regular.eot	/Users/macadmin/websites/test2/wireless-experts.com/fonts/glyphicons-halflings-regular.eot	(from https://wireless-experts.com/css/bootstrap-3.3.7.css)
17:21:45	0/0	UR-M-Z	416	error ('Requested%20range%20not%20satisfiable')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	/Users/macadmin/websites/test2/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://wireless-experts.com/index.html)
17:21:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:44%20GMT	https://wireless-experts.com/images/jpg/ceSystemsPicture.jpg	/Users/macadmin/websites/test2/wireless-experts.com/images/jpg/ceSystemsPicture.jpg	(from https://wireless-experts.com/index.html)
17:21:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:44%20GMT	https://wireless-experts.com/images/png/pragmatic03.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/pragmatic03.png	(from https://wireless-experts.com/index.html)
17:21:45	455/455	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2023%20Oct%202018%2000:21:45%20GMT	https://wireless-experts.com/js/jquery-1.11.3.min.js	/Users/macadmin/websites/test2/wireless-experts.com/js/jquery-1.11.3.min.js	(from https://wireless-experts.com/sitemap.html)
