date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:17	1884320/1884320	---M--	200	added ('OK')	application/pdf	etag:%22b4e11ac-1cc0a0-56eb35fa237ad%22	https://wireless-experts.com/images/pdf/PHCbrochure.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHCbrochure.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:19	4784914/4784914	---M--	200	added ('OK')	application/pdf	etag:%22b4e1361-490312-56eb365d2abb5%22	https://wireless-experts.com/images/pdf/right-directional-speaker.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/right-directional-speaker.pdf	(from https://wireless-experts.com/PTS4077F.html)
17:12:21	549133/549133	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b4-8610d-56eb36094587c%22	https://wireless-experts.com/images/pdf/PHTV22MP.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV22MP.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:23	547124/547124	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b6-85934-56eb360d21161%22	https://wireless-experts.com/images/pdf/PHTV26MP.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV26MP.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:31	901159/901159	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b7-dc027-56eb360fcbb54%22	https://wireless-experts.com/images/pdf/PHTV32.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV32.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:32	784076/784076	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b1-bf6cc-56eb36030b866%22	https://wireless-experts.com/images/pdf/PHTV19.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV19.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:34	766021/766021	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b3-bb045-56eb3607650ee%22	https://wireless-experts.com/images/pdf/PHTV22.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV22.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:37	742801/742801	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b5-b5591-56eb360b64bf4%22	https://wireless-experts.com/images/pdf/PHTV26.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV26.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:41	901001/901001	---M--	200	added ('OK')	application/pdf	etag:%22b4e11b9-dbf89-56eb36142f01d%22	https://wireless-experts.com/images/pdf/PHTV39.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV39.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:48	901043/901043	---M--	200	added ('OK')	application/pdf	etag:%22b4e11ba-dbfb3-56eb36153d45d%22	https://wireless-experts.com/images/pdf/PHTV40.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV40.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:49	748537/748537	---M--	200	added ('OK')	application/pdf	etag:%22b4e11bb-b6bf9-56eb3617a388e%22	https://wireless-experts.com/images/pdf/PHTV42.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV42.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:51	748298/748298	---M--	200	added ('OK')	application/pdf	etag:%22b4e11bc-b6b0a-56eb3619b8026%22	https://wireless-experts.com/images/pdf/PHTV50.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV50.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:56	748297/748297	---M--	200	added ('OK')	application/pdf	etag:%22b4e11bd-b6b09-56eb361c0f227%22	https://wireless-experts.com/images/pdf/PHTV52.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV52.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:58	3763/3763	---M--	200	added ('OK')	text/css	etag:%22b4c1565-eb3-56eb34a96413f%22	https://wireless-experts.com/css/style.css	/Users/macadmin/websites/test2/wireless-experts.com/css/style.css	(from https://wireless-experts.com/government.html)
17:12:58	748407/748407	---M--	200	added ('OK')	application/pdf	etag:%22b4e11be-b6b77-56eb361e264b6%22	https://wireless-experts.com/images/pdf/PHTV55.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV55.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:12:59	100/100	---M--	200	added ('OK')	text/css	etag:%22b4c1563-64-56eb34a5edd74%22	https://wireless-experts.com/css/market.css	/Users/macadmin/websites/test2/wireless-experts.com/css/market.css	(from https://wireless-experts.com/government.html)
17:13:03	24631/24631	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2023%20Oct%202018%2000:12:14%20GMT	http://use.edgefonts.net/source-sans-pro:n2,i2,n3,i3,n4,i4,n6,i6,n7,i7,n9,i9:default;source-serif-pro:n4:default.js	/Users/macadmin/websites/test2/use.edgefonts.net/source-sans-pro_n2,i2,n3,i3,n4,i4,n6,i6,n7,i7,n9,i9_default;source-serif-pro_n4_default.js	(from https://wireless-experts.com/government.html)
17:13:03	748301/748301	---M--	200	added ('OK')	application/pdf	etag:%22b4e11bf-b6b0d-56eb361f38f46%22	https://wireless-experts.com/images/pdf/PHTV60.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PHTV60.pdf	(from https://wireless-experts.com/phLCDTv&MP.html)
17:13:05	6312/6312	---M-Z	200	added ('OK')	text/html	etag:%22b460072-170e-56eb346337592-gzip%22	https://wireless-experts.com/filler.html	/Users/macadmin/websites/test2/wireless-experts.com/filler.html	(from https://wireless-experts.com/government.html)
17:13:05	348982/348982	---M--	200	added ('OK')	image/png	etag:%22b5600f9-55336-56eb375983858%22	https://wireless-experts.com/images/png/government/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/government/audio.png	(from https://wireless-experts.com/government.html)
17:13:06	7921/7921	---M-Z	200	added ('OK')	text/html	etag:%22b4600c2-1d57-56eb3488e7db0-gzip%22	https://wireless-experts.com/pmod.html	/Users/macadmin/websites/test2/wireless-experts.com/pmod.html	(from https://wireless-experts.com/government.html)
17:13:07	360038/360038	---M--	200	added ('OK')	image/png	etag:%22b5600fa-57e66-56eb375b2f03c%22	https://wireless-experts.com/images/png/government/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/government/video.png	(from https://wireless-experts.com/government.html)
17:13:09	365445/365445	---M--	200	added ('OK')	image/png	etag:%22b5600f5-59385-56eb37531b5fa%22	https://wireless-experts.com/images/png/Education/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/Education/audio.png	(from https://wireless-experts.com/education.html)
17:13:13	327779/327779	---M--	200	added ('OK')	image/png	etag:%22b5600f7-50063-56eb3757fbead%22	https://wireless-experts.com/images/png/Education/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/Education/video.png	(from https://wireless-experts.com/education.html)
17:13:14	273994/273994	---M--	200	added ('OK')	image/png	etag:%22b5600e5-42e4a-56eb3747f3a42%22	https://wireless-experts.com/images/png/corporate/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/corporate/audio.png	(from https://wireless-experts.com/corporate.html)
17:13:14	246083/246083	---M--	200	added ('OK')	image/png	etag:%22b5600e7-3c143-56eb3749882f5%22	https://wireless-experts.com/images/png/corporate/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/corporate/video.png	(from https://wireless-experts.com/corporate.html)
17:13:16	222863/222863	---M--	200	added ('OK')	image/png	etag:%22b5615f8-3668f-56eb37f7ef39e%22	https://wireless-experts.com/images/png/residential/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/residential/audio.png	(from https://wireless-experts.com/residential.html)
17:13:18	349931/349931	---M--	200	added ('OK')	image/png	etag:%22b561636-556eb-56eb37fa61351%22	https://wireless-experts.com/images/png/residential/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/residential/video.png	(from https://wireless-experts.com/residential.html)
17:13:20	293744/293744	---M--	200	added ('OK')	image/png	etag:%22b560104-47b70-56eb3768e6837%22	https://wireless-experts.com/images/png/hospitality/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hospitality/audio.png	(from https://wireless-experts.com/hospitality.html)
17:13:21	219970/219970	---M--	200	added ('OK')	image/png	etag:%22b560105-35b42-56eb37698c0ac%22	https://wireless-experts.com/images/png/hospitality/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/hospitality/video.png	(from https://wireless-experts.com/hospitality.html)
17:13:22	311078/311078	---M--	200	added ('OK')	image/png	etag:%22b560107-4bf26-56eb376b030b6%22	https://wireless-experts.com/images/png/houses-of-worship/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/houses-of-worship/audio.png	(from https://wireless-experts.com/how.html)
17:13:26	381730/381730	---M--	200	added ('OK')	image/png	etag:%22b5600e9-5d322-56eb374b23909%22	https://wireless-experts.com/images/png/cultural-events/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/cultural-events/audio.png	(from https://wireless-experts.com/culturalandevents.html)
17:13:26	479765/479765	---M--	200	added ('OK')	image/png	etag:%22b560108-75215-56eb376ca63ca%22	https://wireless-experts.com/images/png/houses-of-worship/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/houses-of-worship/video.png	(from https://wireless-experts.com/how.html)
17:13:28	331713/331713	---M--	200	added ('OK')	image/png	etag:%22b5600ea-50fc1-56eb374cab2b4%22	https://wireless-experts.com/images/png/cultural-events/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/cultural-events/video.png	(from https://wireless-experts.com/culturalandevents.html)
17:13:30	320598/320598	---M--	200	added ('OK')	image/png	etag:%22b560101-4e456-56eb37658b607%22	https://wireless-experts.com/images/png/healthcare/audio.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/healthcare/audio.png	(from https://wireless-experts.com/healthcare.html)
17:13:31	281517/281517	---M--	200	added ('OK')	image/png	etag:%22b560102-44bad-56eb3766ce220%22	https://wireless-experts.com/images/png/healthcare/video.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/healthcare/video.png	(from https://wireless-experts.com/healthcare.html)
17:13:32	120753/120753	---M--	200	added ('OK')	image/png	etag:%22b560127-1d7b1-56eb36a944502%22	https://wireless-experts.com/images/png/nasaLogo.png	/Users/macadmin/websites/test2/wireless-experts.com/images/png/nasaLogo.png	(from https://wireless-experts.com/aboutus.html)
17:13:36	198144/198144	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b3d892e26f6a1f1244348da533e9b1aa%22	https://connect.facebook.net/en_US/sdk.js	/Users/macadmin/websites/test2/connect.facebook.net/en_US/sdk.js	(from https://wireless-experts.com/dealers.html)
17:13:38	29063/29063	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4939-7187%22	http://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.6.3/css/font-awesome.min.css	/Users/macadmin/websites/test2/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.6.3/css/font-awesome.min.css	(from https://wireless-experts.com/dealers.html)
17:13:38	1090/1090	---M--	200	added ('OK')	text/css	etag:%22b4c1591-442-56eb34a658880%22	https://wireless-experts.com/css/press-release.css	/Users/macadmin/websites/test2/wireless-experts.com/css/press-release.css	(from https://wireless-experts.com/Press-releases.html)
17:13:39	9967/9967	---M-Z	200	added ('OK')	text/html	etag:%22b4600ee-2555-56eb349bb6d4f-gzip%22	https://wireless-experts.com/TrueMusic-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/TrueMusic-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:39	11903/11903	---M-Z	200	added ('OK')	text/html	etag:%22b460059-2ce5-56eb34587e360-gzip%22	https://wireless-experts.com/CATS-HDMI-MX4-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/CATS-HDMI-MX4-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:40	9933/9933	---M-Z	200	added ('OK')	text/html	etag:%22b46005f-2533-56eb345af68a3-gzip%22	https://wireless-experts.com/CATS-VGA-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/CATS-VGA-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:42	10019/10019	---M-Z	200	added ('OK')	text/html	etag:%22b4600d9-2589-56eb3492a25a2-gzip%22	https://wireless-experts.com/SAA-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/SAA-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:43	8961/8961	---M-Z	200	added ('OK')	text/html	etag:%22b460089-2167-56eb346d29826-gzip%22	https://wireless-experts.com/LCD-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/LCD-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:43	10057/10057	---M-Z	200	added ('OK')	text/html	etag:%22b460092-25af-56eb34713661c-gzip%22	https://wireless-experts.com/MBA-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/MBA-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:44	10670/10670	---M-Z	200	added ('OK')	text/html	etag:%22b4600e3-2814-56eb3496fc213-gzip%22	https://wireless-experts.com/SIWA-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/SIWA-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:46	11688/11688	---M-Z	200	added ('OK')	text/html	etag:%22b46009c-2c0e-56eb347502501-gzip%22	https://wireless-experts.com/muse-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/muse-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:48	10830/10830	---M-Z	200	added ('OK')	text/html	etag:%22b460094-28b4-56eb34721d18b-gzip%22	https://wireless-experts.com/mca1248-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/mca1248-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:48	10191/10191	---M-Z	200	added ('OK')	text/html	etag:%22b460062-2635-56eb345c2fc64-gzip%22	https://wireless-experts.com/control9-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/control9-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:50	8969/8969	---M-Z	200	added ('OK')	text/html	etag:%22b4600b5-216f-56eb34840173b-gzip%22	https://wireless-experts.com/PHA-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/PHA-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:50	9825/9825	---M-Z	200	added ('OK')	text/html	etag:%22b460076-24c7-56eb3464ecd9f-gzip%22	https://wireless-experts.com/hazcam-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/hazcam-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:52	10317/10317	---M-Z	200	added ('OK')	text/html	etag:%22b460084-26b3-56eb346ad129c-gzip%22	https://wireless-experts.com/iwc-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/iwc-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:52	11008/11008	---M-Z	200	added ('OK')	text/html	etag:%22b46005c-2966-56eb3459bc15a-gzip%22	https://wireless-experts.com/CATS-SD-pr.html	/Users/macadmin/websites/test2/wireless-experts.com/CATS-SD-pr.html	(from https://wireless-experts.com/Press-releases.html)
17:13:54	9636/9636	---M-Z	200	added ('OK')	text/html	etag:%22b4600da-240a-56eb34930a5b5-gzip%22	https://wireless-experts.com/SAA-pr2.html	/Users/macadmin/websites/test2/wireless-experts.com/SAA-pr2.html	(from https://wireless-experts.com/Press-releases.html)
17:13:54	6919/6919	---M--	200	added ('OK')	image/png	etag:%22b4e112c-1b07-56eb351509e4a%22	https://wireless-experts.com/images/jpg/pragmaticServerLogo.png	/Users/macadmin/websites/test2/wireless-experts.com/images/jpg/pragmaticServerLogo.png	(from https://wireless-experts.com/support.html)
17:14:02	543535/543535	---M--	200	added ('OK')	application/pdf	etag:%22b4e1173-84b2f-56eb3580eb089%22	https://wireless-experts.com/images/pdf/MBA120%20datasheet%20standardized.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/MBA120%20datasheet%20standardized.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:02	567776/567776	---M--	200	added ('OK')	application/pdf	etag:%22b4e1174-8a9e0-56eb3582b067f%22	https://wireless-experts.com/images/pdf/MBA124%20datasheet%20standardized.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/MBA124%20datasheet%20standardized.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:03	483969/483969	---M--	200	added ('OK')	application/pdf	etag:%22b4e1175-76281-56eb35846665b%22	https://wireless-experts.com/images/pdf/MBA136%20datasheet%20standardized.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/MBA136%20datasheet%20standardized.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:06	519351/519351	---M--	200	added ('OK')	application/pdf	etag:%22b4e1177-7ecb7-56eb358721608%22	https://wireless-experts.com/images/pdf/MBA148%20datasheet%20standardized.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/MBA148%20datasheet%20standardized.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:10	499877/499877	---M--	200	added ('OK')	application/pdf	etag:%22b4e1178-7a0a5-56eb3588071d6%22	https://wireless-experts.com/images/pdf/mca1248-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/mca1248-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:12	20730/20730	---M--	200	added ('OK')	application/pdf	etag:%22b4e11dd-50fa-56eb36666cdd9%22	https://wireless-experts.com/images/pdf/SAAmanual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/SAAmanual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:13	693193/693193	---M--	200	added ('OK')	application/pdf	etag:%22b4e11cc-a93c9-56eb36421b317%22	https://wireless-experts.com/images/pdf/preamp9%20datasheet%20standardized.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/preamp9%20datasheet%20standardized.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:14	978503/978503	---M--	200	added ('OK')	application/pdf	etag:%22b4e11d8-eee47-56eb365fe95fa%22	https://wireless-experts.com/images/pdf/SAA-212.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/SAA-212.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:16	493370/493370	---M--	200	added ('OK')	application/pdf	etag:%22b4e11d9-7873a-56eb366191b16%22	https://wireless-experts.com/images/pdf/SAA-224.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/SAA-224.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:17	493501/493501	---M--	200	added ('OK')	application/pdf	etag:%22b4e11dc-787bd-56eb366607ca6%22	https://wireless-experts.com/images/pdf/saa248-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/saa248-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:18	493302/493302	---M--	200	added ('OK')	application/pdf	etag:%22b4e11db-786f6-56eb366460b12%22	https://wireless-experts.com/images/pdf/saa236-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/saa236-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:24	460178/460178	---M--	200	added ('OK')	application/pdf	etag:%22b4e11e1-70592-56eb366a37165%22	https://wireless-experts.com/images/pdf/siwa224-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/siwa224-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:26	453666/453666	---M--	200	added ('OK')	application/pdf	etag:%22b4e11e2-6ec22-56eb366b9994f%22	https://wireless-experts.com/images/pdf/siwa236-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/siwa236-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:28	453809/453809	---M--	200	added ('OK')	application/pdf	etag:%22b4e11e3-6ecb1-56eb366ca17ff%22	https://wireless-experts.com/images/pdf/siwa248-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/siwa248-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:28	22419500/22419500	---M--	200	added ('OK')	application/pdf	etag:%22b4e11c3-156182c-56eb3633a216c%22	https://wireless-experts.com/images/pdf/PIM-21B%20Manual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/PIM-21B%20Manual.pdf	(from https://wireless-experts.com/PIM-21B.html)
17:14:29	594931/594931	---M--	200	added ('OK')	application/pdf	etag:%22b4e1164-913f3-56eb356a66199%22	https://wireless-experts.com/images/pdf/domecam.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/domecam.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:29	537919/537919	---M--	200	added ('OK')	application/pdf	etag:%22b4e1167-8353f-56eb356cd0063%22	https://wireless-experts.com/images/pdf/hazcam-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/hazcam-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:30	87735/87735	---M--	200	added ('OK')	application/pdf	etag:%22b4e114a-156b7-56eb352f1df76%22	https://wireless-experts.com/images/pdf/cats-manual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/cats-manual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:32	458710/458710	---M--	200	added ('OK')	application/pdf	etag:%22b4e116d-6ffd6-56eb3574be4ff%22	https://wireless-experts.com/images/pdf/iwc-ds.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/iwc-ds.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:34	241140/241140	---M--	200	added ('OK')	application/pdf	etag:%22b4e1151-3adf4-56eb354cb95dc%22	https://wireless-experts.com/images/pdf/catssd-brochure.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catssd-brochure.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:38	938308/938308	---M--	200	added ('OK')	application/pdf	etag:%22b4e114d-e5144-56eb35327d027%22	https://wireless-experts.com/images/pdf/catsHdmimx4.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catsHdmimx4.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:42	1215466/1215466	---M--	200	added ('OK')	application/pdf	etag:%22b4e114e-128bea-56eb3535a32af%22	https://wireless-experts.com/images/pdf/catshdmiMX4manual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catshdmiMX4manual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:44	965214/965214	---M--	200	added ('OK')	application/pdf	etag:%22b4e1149-eba5e-56eb352e65e21%22	https://wireless-experts.com/images/pdf/CATS-HDMI-MX8.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/CATS-HDMI-MX8.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:52	960312/960312	---M--	200	added ('OK')	application/pdf	etag:%22b4e114b-ea738-56eb35304fe07%22	https://wireless-experts.com/images/pdf/CATS-VGA-12B.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/CATS-VGA-12B.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:56	1273081/1273081	---M--	200	added ('OK')	application/pdf	etag:%22b4e1155-136cf9-56eb35531fce4%22	https://wireless-experts.com/images/pdf/catsVGAmanual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catsVGAmanual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:14:58	834085/834085	---M--	200	added ('OK')	application/pdf	etag:%22b4e1157-cba25-56eb3555f46b9%22	https://wireless-experts.com/images/pdf/CC-TPA-USB-35.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/CC-TPA-USB-35.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:02	458569/458569	---M--	200	added ('OK')	application/pdf	etag:%22b4e115b-6ff49-56eb355de0c14%22	https://wireless-experts.com/images/pdf/DAVES4.4.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/DAVES4.4.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:03	14217/14217	---M--	200	added ('OK')	application/pdf	etag:%22b4e115d-3789-56eb35601b8f5%22	https://wireless-experts.com/images/pdf/davesusermanual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/davesusermanual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:05	1034029/1034029	---M--	200	added ('OK')	application/pdf	etag:%22b4e1158-fc72d-56eb3558c3a9e%22	https://wireless-experts.com/images/pdf/CC-TPA-USB-35VC.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/CC-TPA-USB-35VC.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:06	462790/462790	---M--	200	added ('OK')	application/pdf	etag:%22b4e115c-70fc6-56eb355fba25a%22	https://wireless-experts.com/images/pdf/DAVES4.6.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/DAVES4.6.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:08	15984/15984	---M--	200	added ('OK')	application/pdf	etag:%22b4e115f-3e70-56eb3562cbcc1%22	https://wireless-experts.com/images/pdf/dms21app.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/dms21app.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:10	722113/722113	---M--	200	added ('OK')	application/pdf	etag:%22b4e115e-b04c1-56eb356265fd6%22	https://wireless-experts.com/images/pdf/DMS2.1.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/DMS2.1.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:12	695632/695632	---M--	200	added ('OK')	application/pdf	etag:%22b4e1160-a9d50-56eb35651407a%22	https://wireless-experts.com/images/pdf/DMS4.4.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/DMS4.4.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:14	340628/340628	---M--	200	added ('OK')	application/pdf	etag:%22b4e1162-53294-56eb3567c4ffe%22	https://wireless-experts.com/images/pdf/dms44manual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/dms44manual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:14	3741918/3741918	---M--	200	added ('OK')	application/pdf	etag:%22b4e114f-3918de-56eb3539bdf4e%22	https://wireless-experts.com/images/pdf/catshdmiMX8manual.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/catshdmiMX8manual.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
17:15:16	469110/469110	---M--	200	added ('OK')	application/pdf	etag:%22b4e116a-72876-56eb35706488e%22	https://wireless-experts.com/images/pdf/HC-24.pdf	/Users/macadmin/websites/test2/wireless-experts.com/images/pdf/HC-24.pdf	(from https://wireless-experts.com/Manuals,%20diagrams,%20DS.html)
